panel,mode,species,family,gene_id,name,chrom,start,end,strand,is_goi
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-gjb5.L,gjb5.L,NC_054373.1,92842002,92847826,-,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-LOC108708261,LOC108708261,NC_054373.1,92856509,92857618,-,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-luzp1.L,luzp1.L,NC_054373.1,92895048,92955347,-,no
connexin_gja4_cross_species,cross_species,Xenopus tropicalis — gja4,connexin,gene-gjb4,gjb4,NC_030678.2,89111188,89117846,+,no
connexin_gja4_cross_species,cross_species,Xenopus tropicalis — gja4,connexin,gene-LOC101734565,LOC101734565,NC_030678.2,89123978,89128962,+,no
connexin_gja4_cross_species,cross_species,Xenopus tropicalis — gja4,connexin,gene-gjb3,gjb3,NC_030678.2,89168117,89177265,+,no
connexin_gja4_cross_species,cross_species,Xenopus tropicalis — gja4,connexin,gene-cx38,cx38,NC_030678.2,89182410,89186609,+,no
connexin_gja4_cross_species,cross_species,Xenopus tropicalis — gja4,connexin,gene-gja4,gja4,NC_030678.2,89194786,89199855,+,yes
connexin_gja4_cross_species,cross_species,Xenopus tropicalis — gja4,connexin,gene-smim12,smim12,NC_030678.2,89218068,89222206,-,no
connexin_gja4_cross_species,cross_species,Xenopus tropicalis — gja4,connexin,gene-trnad-guc-7,trnad-guc,NC_030678.2,89222819,89222890,+,no
connexin_gja4_cross_species,cross_species,Xenopus tropicalis — gja4,connexin,gene-zmpste24,zmpste24,NC_030678.2,89228310,89242750,-,no
connexin_gja4_cross_species,cross_species,Xenopus tropicalis — gja4,connexin,gene-tmem30b,tmem30b,NC_030678.2,89246889,89264896,-,no
connexin_gja4_cross_species,cross_species,Xenopus tropicalis — gja4,connexin,gene-kdm1a,kdm1a,NC_030678.2,89279753,89309651,-,no
connexin_gja4_cross_species,cross_species,Xenopus tropicalis — gja4,connexin,gene-luzp1,luzp1,NC_030678.2,89337609,89393333,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03995,Cbr-dmsr-2,NC_013489.2,4626097,4630958,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_25250,CBG25250,NC_013489.2,4640399,4640712,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03993,CBG03993,NC_013489.2,4647498,4649401,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03992,CBG03992,NC_013489.2,4649579,4651920,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03991,Cbr-eif-3.I,NC_013489.2,4652440,4653655,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03989,Cbr-abtm-1,NC_013489.2,4654181,4657291,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03990,CBG03990,NC_013489.2,4654449,4654895,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_25249,CBG25249,NC_013489.2,4657355,4657493,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03988,CBG03988,NC_013489.2,4657728,4658310,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03987,Cbr-inx-19,NC_013489.2,4663327,4665079,+,yes
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03986,Cbr-ubxn-1,NC_013489.2,4665260,4666389,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03985,CBG03985,NC_013489.2,4670770,4671674,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_25248,CBG25248,NC_013489.2,4671879,4672930,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03984,CBG03984,NC_013489.2,4675119,4675943,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03983,CBG03983,NC_013489.2,4676584,4677444,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03982,CBG03982,NC_013489.2,4677574,4680217,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03981,Cbr-zwl-1,NC_013489.2,4683266,4685473,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03980,CBG03980,NC_013489.2,4686016,4687599,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03979,CBG03979,NC_013489.2,4688306,4690588,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03978,Cbr-sydn-1,NC_013489.2,4690913,4693382,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03977,Cbr-nekl-1,NC_013489.2,4695158,4703034,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis briggsae — inx-19,innexin,gene-CBG_03975,CBG03975,NC_013489.2,4703126,4706581,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y39G10AR.2,zwl-1,NC_003279.8,2402230,2409999,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y39G10AR.26,Y39G10AR.26,NC_003279.8,2410190,2410261,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y39G10AR.24,Y39G10AR.24,NC_003279.8,2410190,2410254,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_F23C8.13,F23C8.13,NC_003279.8,2415131,2418543,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_F23C8.5,etfb-1,NC_003279.8,2418461,2420353,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_F23C8.6,did-2,NC_003279.8,2420834,2421816,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_F23C8.7,F23C8.7,NC_003279.8,2422153,2425185,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_F23C8.8,F23C8.8,NC_003279.8,2429675,2432588,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_F23C8.9,tipn-1,NC_003279.8,2432590,2433615,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_F23C8.4,ubxn-1,NC_003279.8,2434002,2435691,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_F23C8.14,F23C8.14,NC_003279.8,2436471,2437084,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_F23C8.3,F23C8.3,NC_003279.8,2438765,2442958,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_T16H5.1,inx-19,NC_003279.8,2451898,2463461,-,yes
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y74C10AL.2,Y74C10AL.2,NC_003279.8,2468793,2471935,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y74C10AR.3,abtm-1,NC_003279.8,2472060,2485391,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y74C10AR.2,Y74C10AR.2,NC_003279.8,2483203,2483652,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y74C10AR.1,eif-3.I,NC_003279.8,2485861,2489787,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y23H5B.6,ddx-10,NC_003279.8,2489976,2497381,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y23H5B.5,Y23H5B.5,NC_003279.8,2498134,2506259,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y23H5B.13,Y23H5B.13,NC_003279.8,2514167,2514255,+,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y23H5B.10,Y23H5B.10,NC_003279.8,2514168,2514311,-,no
innexin_inx_19_cross_species,cross_species,Caenorhabditis elegans — inx-19,innexin,gene-CELE_Y23H5B.11,21ur-15102,NC_003279.8,2524532,2524552,+,no
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC5571578,LOC5571578,NC_035107.1,2260294,3023816,+,no
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC110674719,LOC110674719,NC_035107.1,3007105,3008133,-,no
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC5566218,LOC5566218,NC_035107.1,3043323,3071456,-,yes
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC5566217,LOC5566217,NC_035107.1,3079621,3081063,-,no
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC5566213,LOC5566213,NC_035107.1,3095584,3109987,+,no
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC5566229,LOC5566229,NC_035107.1,3119170,3202197,-,no
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC110674349,LOC110674349,NC_035107.1,3202829,3203593,+,no
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC110674350,LOC110674350,NC_035107.1,3210543,3211340,-,no
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC5566228,LOC5566228,NC_035107.1,3211626,3217698,+,no
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC5566227,LOC5566227,NC_035107.1,3217571,3229742,-,no
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC110674721,LOC110674721,NC_035107.1,3238013,3238327,+,no
innexin_shakB_cross_species,cross_species,Aedes aegypti — shakB,innexin,gene-LOC5566238,LOC5566238,NC_035107.1,3249057,3267668,+,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC3289597,LOC3289597,NC_064600.1,286611,317888,+,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC133392850,LOC133392850,NC_064600.1,287151,290067,-,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC3289598,LOC3289598,NC_064600.1,317748,334307,+,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272256,LOC1272256,NC_064600.1,336080,340547,-,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272255,LOC1272255,NC_064600.1,341492,342754,+,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272254,LOC1272254,NC_064600.1,347133,350861,-,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272252,LOC1272252,NC_064600.1,355414,364190,-,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272250,LOC1272250,NC_064600.1,366545,398015,+,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC133391038,LOC133391038,NC_064600.1,366857,371135,-,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272249,LOC1272249,NC_064600.1,400718,426772,-,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC133394011,LOC133394011,NC_064600.1,428388,430510,+,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272247,LOC1272247,NC_064600.1,431707,453881,+,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC133394013,LOC133394013,NC_064600.1,454102,455001,-,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272246,LOC1272246,NC_064600.1,455514,469765,+,yes
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC4576005,LOC4576005,NC_064600.1,471088,479923,-,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272241,LOC1272241,NC_064600.1,485251,504847,+,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272239,LOC1272239,NC_064600.1,507106,513090,-,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC4576034,LOC4576034,NC_064600.1,516851,522892,+,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272237,LOC1272237,NC_064600.1,526991,536274,+,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC3289599,LOC3289599,NC_064600.1,536919,544966,-,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC3289600,LOC3289600,NC_064600.1,550087,568661,-,no
innexin_shakB_cross_species,cross_species,Anopheles gambiae — shakB,innexin,gene-LOC1272234,LOC1272234,NC_064600.1,572840,648451,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG43181,CG43181,NC_004354.4,350566,351133,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG43182,CG43182,NC_004354.4,353067,353317,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG3757,y,NC_004354.4,356509,361245,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CR42744,lncRNA:yar,NC_004354.4,362399,367072,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG3796,ac,NC_004354.4,370031,370947,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CR44751,lncRNA:CR44751,NC_004354.4,376987,377642,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CR44752,lncRNA:CR44752,NC_004354.4,385558,386274,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CR44753,lncRNA:CR44753,NC_004354.4,391835,393227,-,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG3827,sc,NC_004354.4,396060,397497,+,yes
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG3839,l(1)sc,NC_004354.4,409721,410817,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG13374,Pgcl,NC_004354.4,436139,437448,-,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG3258,ase,NC_004354.4,460747,463176,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG34358,shakB,NC_004354.4,20761071,20927050,-,yes
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CR43193,lncRNA:CR43193,NC_004354.4,20864813,20865731,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG1314,CG1314,NC_004354.4,20867989,20869397,-,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG42707,I-3,NC_004354.4,20881814,20882626,-,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG11227,CG11227,NC_004354.4,20930972,20933559,-,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG12092,Npc1b,NC_004354.4,20934869,20939503,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG2071,Ser6,NC_004354.4,20962605,20963505,-,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG1304,CG1304,NC_004354.4,20964527,20965419,-,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG44426,CG44426,NC_004354.4,20978286,20978868,+,no
innexin_shakB_cross_species,cross_species,Drosophila melanogaster — shakB,innexin,gene-Dmel_CG11666,CG11666,NC_004354.4,20984686,20985246,+,no
