query,target,pident,alnlen,evalue,bits
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Streblospio_benedicti|CM032663.1_51675706_51690919|p8,28.3,100,1.57e-06,44.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,25.5,119,1.57e-06,44.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,Caenorhabditis_elegans,27.6,104,1.57e-06,44.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,Caenorhabditis_elegans,30.8,86,2.07e-06,44.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_alba|OZ409525.1_26983439_26985168|p1,28.8,95,2.729e-06,44.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,28.1,99,2.729e-06,44.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,28.1,99,2.729e-06,44.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthocardia_echinata|OZ377328.1_23300040_23302999|p3,27.1,104,3.598e-06,43.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_alba|OZ409525.1_18330358_18348899|p2,27.0,105,3.598e-06,43.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_segmentum|OZ251777.1_53450550_53469929|p1,27.0,105,3.598e-06,43.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthocardia_echinata|OZ377325.1_14826690_14837377|p14,26.5,106,6.255e-06,42.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,21.8,151,8.247e-06,42.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,26.6,104,8.247e-06,42.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthochitona_discrepans|CM108789.1_13572118_13573209|p1,26.5,104,1.087e-05,42.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,26.8,102,1.087e-05,42.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Streblospio_benedicti|CM032660.1_56259174_56277458|p3,27.2,98,1.434e-05,41.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Streblospio_benedicti|CM032666.1_10353645_10358349|p7,28.9,88,1.89e-05,41.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthochitona_discrepans|CM108789.1_13705717_13706817|p5,26.4,100,3.286e-05,40.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,Caenorhabditis_elegans,29.1,83,5.712e-05,39.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Dryodora_glandiformis|JAUELJ010305675.1_629_1771|p4,25.1,100,0.0002999,37.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,28.4,102,3.109e-07,46.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,28.4,102,3.109e-07,46.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,28.4,102,3.109e-07,46.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Brachionus_calyciflorus|NTPY01000526.1_2301293_2302390|p4,23.5,142,4.114e-07,45.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,28.2,102,4.114e-07,45.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,28.8,99,4.114e-07,45.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Brachionus_koreanus|PJRA01000555.1_1340882_1341979|p2,23.1,145,5.444e-07,45.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,28.4,99,7.203e-07,44.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Brachionus_manjavacas|JAHQIY010000020.1_863382_864479|p2,23.1,142,9.53e-07,44.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,27.9,100,1.261e-06,44.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,26.7,107,1.668e-06,43.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,27.6,100,2.207e-06,43.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,26.8,104,2.919e-06,42.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,26.5,105,3.861e-06,42.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,26.6,100,1.182e-05,40.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,26.4,100,1.563e-05,40.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,25.8,104,1.563e-05,40.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,28.1,89,2.067e-05,40.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Brachionus_calyciflorus|NTPY01000970.1_33584_34756|p3,21.6,145,2.067e-05,40.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,26.1,100,2.734e-05,39.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,25.7,100,4.781e-05,38.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,25.7,100,4.781e-05,38.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Acanthochitona_discrepans|CM108789.1_17930773_17931897|p3,24.0,111,8.359e-05,38.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,27.2,89,8.359e-05,38.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Abra_alba|OZ409525.1_18330358_18348899|p2,27.9,81,0.0002555,36.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Abra_segmentum|OZ251777.1_53450550_53469929|p1,27.9,81,0.0002555,36.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,Caenorhabditis_elegans,19.9,157,0.0002555,36.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,21.9,124,0.0004465,35.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Acanthochitona_discrepans|CM108789.1_13705717_13706817|p5,24.1,101,0.0005903,35.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,24.1,101,0.0005903,35.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Acanthocardia_echinata|OZ377328.1_21360257_21387081|p2,23.9,101,0.0007804,34.0
panx|Sus_scrofa|PANX3|A0A4X1VH71,cur|Acanthocardia_echinata|OZ377328.1_21341102_21387057|p11,23.9,101,0.0007804,34.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,31.7,105,8.717e-10,55.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthochitona_discrepans|CM108789.1_13668655_13669749|p2,32.3,100,2e-09,54.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,31.3,105,2e-09,54.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,30.8,104,6.053e-09,52.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_alba|OZ409525.1_47319987_47324644|p7,30.4,106,6.053e-09,52.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_segmentum|OZ251777.1_32509668_32513297|p8,30.3,106,7.983e-09,52.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,30.5,104,1.053e-08,51.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,30.5,104,1.053e-08,51.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,30.5,104,1.053e-08,51.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthocardia_echinata|OZ377328.1_18890103_18896398|p8,30.4,102,2.415e-08,50.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Brachionus_koreanus|PJRA01000263.1_5378433_5381126|p5,27.6,118,3.185e-08,50.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.8,104,3.185e-08,50.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,27.5,118,4.201e-08,49.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,29.5,105,4.201e-08,49.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthocardia_echinata|OZ377328.1_21360257_21387081|p2,30.1,102,4.201e-08,49.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthocardia_echinata|OZ377328.1_21341102_21387057|p11,30.1,102,4.201e-08,49.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,26.0,130,4.201e-08,49.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,30.4,100,4.201e-08,49.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_alba|OZ409525.1_26978116_27031527|p5,29.5,104,5.54e-08,49.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_segmentum|OZ251777.1_37626866_37628412|p9,29.6,102,9.635e-08,48.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_segmentum|OZ251777.1_37619854_37628968|p2,29.6,102,9.635e-08,48.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Brachionus_calyciflorus|NTPY01000483.1_809096_811261|p5,29.2,103,1.271e-07,48.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Streblospio_benedicti|CM032660.1_13839080_13840183|p6,30.0,98,1.676e-07,48.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_alba|OZ409525.1_27026774_27031521|p3,29.1,102,2.21e-07,47.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,29.1,101,2.914e-07,47.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthochitona_discrepans|CM108789.1_17930773_17931897|p3,28.2,105,3.843e-07,46.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,27.9,107,3.843e-07,46.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthocardia_echinata|OZ377328.1_23337154_23339399|p9,25.9,121,5.068e-07,46.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,28.1,104,6.683e-07,46.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,28.8,99,8.812e-07,45.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,28.8,99,8.812e-07,45.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthocardia_echinata|OZ377328.1_21312057_21325945|p10,28.3,101,1.162e-06,45.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,Caenorhabditis_elegans,28.6,99,1.162e-06,45.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,27.9,102,1.532e-06,44.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,27.9,102,1.532e-06,44.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_alba|OZ409525.1_18330358_18348899|p2,27.4,105,1.532e-06,44.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_segmentum|OZ251777.1_53450550_53469929|p1,27.4,105,1.532e-06,44.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Streblospio_benedicti|CM032663.1_21744357_21747197|p5,24.0,132,2.021e-06,44.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,25.4,119,2.021e-06,44.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,22.3,151,2.664e-06,44.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,27.3,104,2.664e-06,44.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,Caenorhabditis_elegans,30.6,86,2.664e-06,44.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Abra_alba|OZ409525.1_26983439_26985168|p1,28.6,95,3.513e-06,43.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthochitona_discrepans|CM108789.1_13572118_13573209|p1,27.1,104,3.513e-06,43.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthocardia_echinata|OZ377328.1_23300040_23302999|p3,27.0,104,4.633e-06,43.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Streblospio_benedicti|CM032663.1_51675706_51690919|p8,27.4,100,6.109e-06,42.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,Caenorhabditis_elegans,26.8,104,6.109e-06,42.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Streblospio_benedicti|CM032666.1_10353645_10358349|p7,29.4,88,8.055e-06,42.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthocardia_echinata|OZ377325.1_14826690_14837377|p14,26.3,106,8.055e-06,42.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthochitona_discrepans|CM108789.1_13705717_13706817|p5,27.1,100,1.062e-05,42.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,26.8,102,1.062e-05,42.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Streblospio_benedicti|CM032660.1_56259174_56277458|p3,27.1,98,1.847e-05,41.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,cur|Dryodora_glandiformis|JAUELJ010305675.1_629_1771|p4,26.1,100,5.581e-05,39.0
panx|Xenopus_laevis|panx2.S|A0A1L8GU32,Caenorhabditis_elegans,28.9,83,7.358e-05,39.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,30.0,88,1.831e-06,43.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,29.8,88,2.421e-06,43.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,29.8,88,2.421e-06,43.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,29.8,88,2.421e-06,43.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.8,88,2.421e-06,43.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,29.8,88,2.421e-06,43.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,28.3,91,9.777e-06,41.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,27.9,85,9.111e-05,38.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,26.1,93,0.0001591,37.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,27.0,87,0.0002103,36.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Acanthocardia_echinata|OZ377328.1_19071829_19072938|p1,26.4,89,0.0002779,36.0
panx|Danio_rerio|panx1a|A0A8M1PG01,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,26.4,87,0.0004853,35.0
panx|Xenopus_laevis|panx3.L|A0A8J0T8Y2,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,28.8,98,5.793e-07,45.0
panx|Xenopus_laevis|panx3.L|A0A8J0T8Y2,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,27.9,102,7.662e-07,44.0
panx|Xenopus_laevis|panx3.L|A0A8J0T8Y2,cur|Brachionus_koreanus|PJRA01000555.1_1340882_1341979|p2,22.1,129,0.0001169,37.0
panx|Xenopus_laevis|panx3.L|A0A8J0T8Y2,cur|Brachionus_manjavacas|JAHQIY010000020.1_863382_864479|p2,22.2,125,0.0002042,36.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,27.4,133,4.225e-10,55.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,27.4,133,4.225e-10,55.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,27.2,133,7.401e-10,54.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,27.0,133,9.795e-10,54.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,26.7,136,9.795e-10,54.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,26.9,133,1.296e-09,53.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,34.2,88,3.974e-09,52.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,23.0,166,1.217e-08,50.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Streblospio_benedicti|CM032663.1_51675706_51690919|p8,24.7,139,4.93e-08,48.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,24.4,139,8.624e-08,48.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,29.9,93,4.612e-07,45.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,31.0,87,6.098e-07,45.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Acanthochitona_discrepans|CM108789.1_13572118_13573209|p1,29.9,92,6.098e-07,45.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,22.9,144,1.066e-06,44.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Abra_segmentum|OZ251777.1_32509668_32513297|p8,26.5,106,3.257e-06,42.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,24.6,121,3.257e-06,42.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,27.6,98,4.306e-06,42.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Abra_alba|OZ409525.1_47319987_47324644|p7,29.2,89,4.306e-06,42.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,25.4,113,4.306e-06,42.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,22.2,144,5.692e-06,42.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,22.4,142,5.692e-06,42.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,26.6,100,1.315e-05,40.0
panx|Danio_rerio|panx1b|F1QSR7,cur|Acanthocardia_echinata|OZ377328.1_19071829_19072938|p1,20.8,150,7.008e-05,38.0
panx|Xenopus_laevis|panx3.S|A0A1L8FFR9,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,28.4,98,1.013e-06,44.0
panx|Xenopus_laevis|panx3.S|A0A1L8FFR9,cur|Brachionus_calyciflorus|NTPY01000970.1_33584_34756|p3,23.8,125,7.166e-06,41.0
panx|Xenopus_laevis|panx3.S|A0A1L8FFR9,cur|Brachionus_koreanus|PJRA01000555.1_1340882_1341979|p2,22.2,129,8.84e-05,38.0
panx|Xenopus_laevis|panx3.S|A0A1L8FFR9,cur|Brachionus_manjavacas|JAHQIY010000020.1_863382_864479|p2,22.3,125,0.0001545,37.0
panx|Xenopus_laevis|panx3.S|A0A1L8FFR9,cur|Brachionus_calyciflorus|NTPY01000526.1_2301293_2302390|p4,21.8,125,0.0004714,35.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,29.7,104,4.004e-08,49.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,29.4,104,6.967e-08,49.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,29.4,104,6.967e-08,49.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,29.4,104,6.967e-08,49.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Abra_alba|OZ409525.1_47319987_47324644|p7,28.9,106,9.189e-08,48.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Abra_segmentum|OZ251777.1_32509668_32513297|p8,28.7,106,1.212e-07,48.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.0,104,1.212e-07,48.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthochitona_discrepans|CM108789.1_13668655_13669749|p2,29.4,100,2.108e-07,47.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,29.4,100,2.108e-07,47.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,25.1,130,2.781e-07,47.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthocardia_echinata|OZ377328.1_21360257_21387081|p2,28.7,102,3.668e-07,46.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthocardia_echinata|OZ377328.1_21341102_21387057|p11,28.7,102,3.668e-07,46.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthochitona_discrepans|CM108789.1_17930773_17931897|p3,28.1,105,4.837e-07,46.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthocardia_echinata|OZ377328.1_18890103_18896398|p8,28.2,102,8.414e-07,45.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,27.3,107,1.11e-06,45.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Abra_alba|OZ409525.1_26978116_27031527|p5,27.4,104,1.93e-06,44.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Abra_segmentum|OZ251777.1_37626866_37628412|p9,27.4,102,3.357e-06,43.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthocardia_echinata|OZ377328.1_23337154_23339399|p9,24.1,128,3.357e-06,43.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Abra_segmentum|OZ251784.1_30028846_30031445|p4,23.7,133,3.357e-06,43.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Abra_segmentum|OZ251777.1_37619854_37628968|p2,27.4,102,3.357e-06,43.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Streblospio_benedicti|CM032666.1_10353645_10358349|p7,29.8,88,4.427e-06,43.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthocardia_echinata|OZ377328.1_21312057_21325945|p10,27.3,101,5.838e-06,42.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Abra_alba|OZ409525.1_27026774_27031521|p3,27.1,102,5.838e-06,42.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,26.5,104,1.015e-05,42.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Abra_segmentum|OZ251786.1_2258616_2261215|p5,23.0,133,1.339e-05,41.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthocardia_echinata|OZ377328.1_23300040_23302999|p3,26.2,104,1.766e-05,41.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Abra_alba|OZ409527.1_48105670_48111459|p8,22.9,133,1.766e-05,41.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,24.0,119,3.071e-05,40.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,21.2,151,4.049e-05,40.0
panx|Danio_rerio|panx2|A0A8M1P3J6,cur|Acanthocardia_echinata|OZ377325.1_14826690_14837377|p14,25.5,105,4.049e-05,40.0
panx|Podarcis_muralis|PANX1|A0A670IMW4,cur|Acanthochitona_discrepans|CM108789.1_13572118_13573209|p1,30.0,90,1.104e-06,44.0
panx|Podarcis_muralis|PANX1|A0A670IMW4,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,26.5,105,4.454e-06,42.0
